ID,項,レースID,レース名,距離,天候,馬場,開催年,開催コース,開催回,開催日,レースタイプ,No,グレード
6658,0,202305040201,2歳未勝利,1400,曇,良,2023,東京,1,2023-10-08,ダート,,
6659,0,202305040202,2歳未勝利,1600,曇,良,2023,東京,2,2023-10-08,芝,,
6660,0,202305040203,2歳未勝利,2000,曇,良,2023,東京,3,2023-10-08,芝,,
6661,0,202305040204,2歳新馬,1600,曇,良,2023,東京,4,2023-10-08,ダート,,
6662,0,202305040205,2歳新馬,2000,曇,良,2023,東京,5,2023-10-08,芝,,
6663,0,202305040206,3歳以上1勝クラス,1400,曇,良,2023,東京,6,2023-10-08,ダート,,
6664,0,202305040207,3歳以上1勝クラス,1600,曇,良,2023,東京,7,2023-10-08,ダート,,
6665,0,202305040208,3歳以上1勝クラス,1600,曇,良,2023,東京,8,2023-10-08,芝,,
6666,0,202305040209,三鷹特別,1400,曇,良,2023,東京,9,2023-10-08,芝,,
6667,0,202305040210,JRAアプリ記念,1600,曇,良,2023,東京,10,2023-10-08,ダート,,
6668,0,202305040212,3歳以上2勝クラス,1400,小雨,良,2023,東京,12,2023-10-08,ダート,,
6669,0,202308020201,,,,,2023,,,2023-10-08,,,
6670,0,202308020202,,,,,2023,,,2023-10-08,,,
6671,0,202308020203,,,,,2023,,,2023-10-08,,,
6672,0,202308020204,,,,,2023,,,2023-10-08,,,
6673,0,202308020205,,,,,2023,,,2023-10-08,,,
6674,0,202308020206,,,,,2023,,,2023-10-08,,,
6675,0,202308020207,,,,,2023,,,2023-10-08,,,
6676,0,202308020208,,,,,2023,,,2023-10-08,,,
6677,0,202308020209,,,,,2023,,,2023-10-08,,,
6678,0,202308020210,,,,,2023,,,2023-10-08,,,
6679,0,202308020211,,,,,2023,,,2023-10-08,,,
6680,0,202308020212,,,,,2023,,,2023-10-08,,,
6681,0,202305040301,2歳未勝利,1600,雨,稍重,2023,東京,1,2023-10-09,ダート,,
6682,0,202305040302,2歳未勝利,1600,雨,稍重,2023,東京,2,2023-10-09,芝,,
6683,0,202305040303,2歳未勝利,1800,雨,稍重,2023,東京,3,2023-10-09,芝,,
6684,0,202305040304,障害3歳以上未勝利,3000,雨,稍重  ダート,2023,東京,4,2023-10-09,障害,,
6685,0,202305040305,2歳新馬,1600,雨,稍重,2023,東京,5,2023-10-09,芝,,
6686,0,202305040306,2歳新馬,1400,雨,不良,2023,東京,6,2023-10-09,ダート,,
6687,0,202305040307,3歳以上1勝クラス,1600,雨,不良,2023,東京,7,2023-10-09,ダート,,
6688,0,202305040308,3歳以上1勝クラス,1400,雨,重,2023,東京,8,2023-10-09,芝,,
6689,0,202305040309,昇仙峡特別,2100,雨,不良,2023,東京,9,2023-10-09,ダート,,
6690,0,202305040310,六社ステークス,2400,雨,重,2023,東京,10,2023-10-09,芝,,
6691,0,202305040311,グリーンチャンネルC,1600,小雨,不良,2023,東京,11,2023-10-09,ダート,,
6692,0,202305040312,3歳以上1勝クラス,1300,小雨,不良,2023,東京,12,2023-10-09,ダート,,
6693,0,202308020301,,,,,2023,,,2023-10-09,,,
6694,0,202308020302,,,,,2023,,,2023-10-09,,,
6695,0,202308020303,,,,,2023,,,2023-10-09,,,
6696,0,202308020304,,,,,2023,,,2023-10-09,,,
6697,0,202308020305,,,,,2023,,,2023-10-09,,,
6698,0,202308020306,,,,,2023,,,2023-10-09,,,
6699,0,202308020307,,,,,2023,,,2023-10-09,,,
6700,0,202308020308,,,,,2023,,,2023-10-09,,,
6701,0,202308020309,,,,,2023,,,2023-10-09,,,
6702,0,202308020310,,,,,2023,,,2023-10-09,,,
6703,0,202308020312,,,,,2023,,,2023-10-09,,,
6704,0,202304040101,障害3歳以上未勝利,,晴,良,2023,新潟,1,2023-10-14,障害,,
6705,0,202304040102,2歳未勝利,1800,晴,良,2023,新潟,2,2023-10-14,ダート,,
6706,0,202304040103,3歳以上1勝クラス,1800,晴,良,2023,新潟,3,2023-10-14,ダート,,
6707,0,202304040104,障害3歳以上未勝利,,晴,良,2023,新潟,4,2023-10-14,障害,,
6708,0,202304040105,2歳新馬,1200,晴,良,2023,新潟,5,2023-10-14,ダート,,
6709,0,202304040106,2歳未勝利,1600,晴,良,2023,新潟,6,2023-10-14,芝,,
6710,0,202304040107,3歳以上1勝クラス,2000,晴,良,2023,新潟,7,2023-10-14,芝,,
6711,0,202304040108,3歳以上1勝クラス,1800,晴,良,2023,新潟,8,2023-10-14,ダート,,
6712,0,202304040109,十日町特別,1200,晴,良,2023,新潟,9,2023-10-14,芝,,
6713,0,202304040110,松浜特別,2000,晴,良,2023,新潟,10,2023-10-14,芝,,
6714,0,202304040111,飛翼特別,,晴,良,2023,新潟,11,2023-10-14,芝,,
6715,0,202304040112,3歳以上1勝クラス,1200,晴,良,2023,新潟,12,2023-10-14,ダート,,
6716,0,202305040401,2歳未勝利,1600,曇,良,2023,東京,1,2023-10-14,ダート,,
6717,0,202305040402,2歳未勝利,2000,曇,良,2023,東京,2,2023-10-14,芝,,
6718,0,202305040403,2歳新馬,1400,晴,良,2023,東京,3,2023-10-14,芝,,
6719,0,202305040404,3歳以上1勝クラス,1600,晴,良,2023,東京,4,2023-10-14,ダート,,
6720,0,202305040405,2歳新馬,1800,晴,良,2023,東京,5,2023-10-14,芝,,
6721,0,202305040406,3歳以上1勝クラス,1400,晴,良,2023,東京,6,2023-10-14,ダート,,
6722,0,202305040407,3歳以上2勝クラス,2500,晴,良,2023,東京,7,2023-10-14,芝,,
6723,0,202305040408,3歳以上1勝クラス,1600,晴,良,2023,東京,8,2023-10-14,芝,,
6724,0,202305040409,プラタナス賞,1600,晴,良,2023,東京,9,2023-10-14,ダート,,
6725,0,202305040410,白秋ステークス,1400,晴,良,2023,東京,10,2023-10-14,芝,,
6726,0,202305040412,3歳以上2勝クラス,1300,晴,良,2023,東京,12,2023-10-14,ダート,,
6727,0,202308020401,,,,,2023,,,2023-10-14,,,
6728,0,202308020402,,,,,2023,,,2023-10-14,,,
6729,0,202308020403,,,,,2023,,,2023-10-14,,,
6730,0,202308020404,,,,,2023,,,2023-10-14,,,
6731,0,202308020405,,,,,2023,,,2023-10-14,,,
6732,0,202308020406,,,,,2023,,,2023-10-14,,,
6733,0,202308020407,,,,,2023,,,2023-10-14,,,
6734,0,202308020408,,,,,2023,,,2023-10-14,,,
6735,0,202308020409,,,,,2023,,,2023-10-14,,,
6736,0,202308020410,,,,,2023,,,2023-10-14,,,
6737,0,202308020411,,,,,2023,,,2023-10-14,,,
6738,0,202308020412,,,,,2023,,,2023-10-14,,,
6739,0,202304040201,2歳未勝利,1200,小雨,良,2023,新潟,1,2023-10-15,芝,,
6740,0,202304040202,2歳未勝利,1200,小雨,良,2023,新潟,2,2023-10-15,ダート,,
6741,0,202304040203,2歳未勝利,2000,小雨,良,2023,新潟,3,2023-10-15,芝,,
6742,0,202304040204,3歳以上1勝クラス,2500,小雨,良,2023,新潟,4,2023-10-15,ダート,,
6743,0,202304040205,2歳新馬,1600,小雨,良,2023,新潟,5,2023-10-15,芝,,
6744,0,202304040206,3歳以上1勝クラス,1800,小雨,良,2023,新潟,6,2023-10-15,ダート,,
6745,0,202304040207,3歳以上1勝クラス,,曇,稍重,2023,新潟,7,2023-10-15,芝,,
6746,0,202304040208,3歳以上1勝クラス,1200,曇,稍重,2023,新潟,8,2023-10-15,ダート,,
6747,0,202304040209,粟島特別,1800,曇,稍重,2023,新潟,9,2023-10-15,芝,,
6748,0,202304040210,菅名岳特別,1800,小雨,稍重,2023,新潟,10,2023-10-15,ダート,,
6749,0,202304040211,信越ステークス,1400,曇,稍重,2023,新潟,11,2023-10-15,芝,,
6750,0,202304040212,3歳以上1勝クラス,1200,雨,重,2023,新潟,12,2023-10-15,ダート,,
6751,0,202305040501,2歳未勝利,1400,雨,不良,2023,東京,1,2023-10-15,ダート,,
6752,0,202305040502,2歳未勝利,1800,雨,重,2023,東京,2,2023-10-15,芝,,
6753,0,202305040503,2歳未勝利,1400,雨,重,2023,東京,3,2023-10-15,芝,,
6754,0,202305040504,2歳新馬,1600,雨,不良,2023,東京,4,2023-10-15,ダート,,
6755,0,202305040505,2歳新馬,1600,雨,重,2023,東京,5,2023-10-15,芝,,
6756,0,202305040506,3歳以上1勝クラス,1300,小雨,不良,2023,東京,6,2023-10-15,ダート,,
6757,0,202305040507,3歳以上1勝クラス,2400,曇,重,2023,東京,7,2023-10-15,芝,,
6758,0,202305040508,3歳以上2勝クラス,1600,曇,不良,2023,東京,8,2023-10-15,ダート,,
6759,0,202305040510,テレビ静岡賞,1400,曇,不良,2023,東京,10,2023-10-15,ダート,,
6760,0,202305040511,オクトーバーS,2000,曇,重,2023,東京,11,2023-10-15,芝,,
6761,0,202305040512,鷹巣山特別,1600,曇,重,2023,東京,12,2023-10-15,芝,,
6762,0,202308020501,2歳未勝利,1400,晴,重,2023,京都,1,2023-10-15,ダート,,
6763,0,202308020502,2歳未勝利,1800,晴,重,2023,京都,2,2023-10-15,ダート,,
6764,0,202308020503,2歳未勝利,2000,晴,重,2023,京都,3,2023-10-15,芝,,
6765,0,202308020504,2歳新馬,1200,晴,重,2023,京都,4,2023-10-15,芝,,
6766,0,202308020505,2歳新馬,1800,晴,重,2023,京都,5,2023-10-15,芝,,
6767,0,202308020506,3歳以上1勝クラス,1800,晴,重,2023,京都,6,2023-10-15,ダート,,
6768,0,202308020507,3歳以上1勝クラス,1400,曇,重,2023,京都,7,2023-10-15,ダート,,
6769,0,202308020508,もみじステークス,1400,曇,重,2023,京都,8,2023-10-15,芝,,
6770,0,202308020509,3歳以上2勝クラス,1800,曇,重,2023,京都,9,2023-10-15,ダート,,
6771,0,202308020510,大原ステークス,1800,晴,稍重,2023,京都,10,2023-10-15,芝,,
6772,0,202308020512,花背ステークス,1800,晴,重,2023,京都,12,2023-10-15,ダート,,
6773,0,202304040301,障害3歳以上未勝利,,曇,稍重,2023,新潟,1,2023-10-21,障害,,
6774,0,202304040302,2歳未勝利,1800,雨,重,2023,新潟,2,2023-10-21,ダート,,
6775,0,202304040303,2歳未勝利,1200,雨,重,2023,新潟,3,2023-10-21,ダート,,
6776,0,202304040304,障害3歳以上オープン,,雨,稍重,2023,新潟,4,2023-10-21,障害,,
6777,0,202304040305,2歳未勝利,,雨,重,2023,新潟,5,2023-10-21,芝,,
6778,0,202304040306,3歳以上1勝クラス,1800,雨,重,2023,新潟,6,2023-10-21,ダート,,
6779,0,202304040307,3歳以上1勝クラス,1400,小雨,重,2023,新潟,7,2023-10-21,芝,,
6780,0,202304040308,3歳以上1勝クラス,1200,小雨,重,2023,新潟,8,2023-10-21,ダート,,
6781,0,202304040309,岩船特別,2200,小雨,重,2023,新潟,9,2023-10-21,芝,,
6782,0,202304040310,村上特別,2000,小雨,重,2023,新潟,10,2023-10-21,芝,,
6783,0,202304040311,北陸ステークス,1200,小雨,重,2023,新潟,11,2023-10-21,芝,,
6784,0,202304040312,3歳以上1勝クラス,1200,小雨,重,2023,新潟,12,2023-10-21,ダート,,
6785,0,202305040601,2歳未勝利,1600,晴,良,2023,東京,1,2023-10-21,ダート,,
6786,0,202305040602,2歳未勝利,1400,晴,良,2023,東京,2,2023-10-21,ダート,,
6787,0,202305040603,2歳未勝利,1400,晴,良,2023,東京,3,2023-10-21,芝,,
6788,0,202305040604,2歳新馬,1600,晴,良,2023,東京,4,2023-10-21,ダート,,
6789,0,202305040605,2歳新馬,2000,晴,良,2023,東京,5,2023-10-21,芝,,
6790,0,202305040606,2歳新馬,1400,晴,良,2023,東京,6,2023-10-21,芝,,
6791,0,202305040607,3歳以上1勝クラス,1600,晴,良,2023,東京,7,2023-10-21,ダート,,
6792,0,202305040608,3歳以上2勝クラス,1400,晴,良,2023,東京,8,2023-10-21,ダート,,
6793,0,202305040609,アイビーステークス,1800,晴,良,2023,東京,9,2023-10-21,芝,,
6794,0,202305040610,神無月ステークス,2100,晴,良,2023,東京,10,2023-10-21,ダート,,
6795,0,202305040612,3歳以上1勝クラス,1800,晴,良,2023,東京,12,2023-10-21,芝,,
6796,0,202308020601,2歳未勝利,1400,曇,良,2023,京都,1,2023-10-21,芝,,
6797,0,202308020602,2歳未勝利,1800,曇,良,2023,京都,2,2023-10-21,芝,,
6798,0,202308020603,2歳新馬,1800,曇,良,2023,京都,3,2023-10-21,ダート,,
6799,0,202308020604,2歳新馬,1400,曇,良,2023,京都,4,2023-10-21,芝,,
6800,0,202308020605,2歳新馬,1600,曇,良,2023,京都,5,2023-10-21,芝,,
6801,0,202308020606,3歳以上1勝クラス,1200,曇,良,2023,京都,6,2023-10-21,ダート,,
6802,0,202308020607,3歳以上1勝クラス,2000,曇,良,2023,京都,7,2023-10-21,芝,,
6803,0,202308020608,3歳以上1勝クラス,1800,曇,良,2023,京都,8,2023-10-21,ダート,,
6804,0,202308020609,北國新聞杯,1900,曇,良,2023,京都,9,2023-10-21,ダート,,
6805,0,202308020610,鳴滝特別,2400,曇,良,2023,京都,10,2023-10-21,芝,,
6806,0,202308020611,オータムリーフS,1400,晴,良,2023,京都,11,2023-10-21,ダート,,
6807,0,202308020612,3歳以上2勝クラス,1200,晴,良,2023,京都,12,2023-10-21,ダート,,
6808,0,202304040401,2歳未勝利,1800,曇,重,2023,新潟,1,2023-10-22,芝,,
6809,0,202304040402,2歳未勝利,1600,曇,重,2023,新潟,2,2023-10-22,芝,,
6810,0,202304040403,3歳以上1勝クラス,1800,曇,重,2023,新潟,3,2023-10-22,ダート,,
6811,0,202304040404,障害3歳以上未勝利,,曇,重,2023,新潟,4,2023-10-22,障害,,
6812,0,202304040405,2歳新馬,1800,曇,重,2023,新潟,5,2023-10-22,ダート,,
6813,0,202304040406,3歳以上1勝クラス,1200,晴,重,2023,新潟,6,2023-10-22,ダート,,
6814,0,202304040407,3歳以上1勝クラス,1800,晴,稍重,2023,新潟,7,2023-10-22,芝,,
6815,0,202304040408,3歳以上1勝クラス,1800,晴,稍重,2023,新潟,8,2023-10-22,ダート,,
6816,0,202304040409,柏崎特別,1600,晴,稍重,2023,新潟,9,2023-10-22,芝,,
6817,0,202304040410,妙高特別,1200,晴,稍重,2023,新潟,10,2023-10-22,ダート,,
6818,0,202304040411,新潟牝馬ステークス,2200,晴,稍重,2023,新潟,11,2023-10-22,芝,,
6819,0,202304040412,3歳以上1勝クラス,,晴,稍重,2023,新潟,12,2023-10-22,芝,,
6820,0,202305040701,2歳未勝利,1600,晴,良,2023,東京,1,2023-10-22,ダート,,
6821,0,202305040702,2歳未勝利,1600,晴,良,2023,東京,2,2023-10-22,芝,,
6822,0,202305040703,2歳未勝利,2000,晴,良,2023,東京,3,2023-10-22,芝,,
6823,0,202305040704,2歳新馬,1400,晴,良,2023,東京,4,2023-10-22,ダート,,
6824,0,202305040705,2歳新馬,1800,晴,良,2023,東京,5,2023-10-22,芝,,
6825,0,202305040706,2歳1勝クラス,1400,晴,良,2023,東京,6,2023-10-22,芝,,
6826,0,202305040707,3歳以上1勝クラス,1600,晴,良,2023,東京,7,2023-10-22,ダート,,
6827,0,202305040708,3歳以上1勝クラス,1400,晴,良,2023,東京,8,2023-10-22,ダート,,
6828,0,202305040709,山中湖特別,2000,晴,良,2023,東京,9,2023-10-22,芝,,
6829,0,202305040710,甲斐路ステークス,2000,晴,良,2023,東京,10,2023-10-22,芝,,
6830,0,202305040711,ブラジルカップ,2100,晴,良,2023,東京,11,2023-10-22,ダート,,
6831,0,202305040712,3歳以上2勝クラス,1600,晴,良,2023,東京,12,2023-10-22,ダート,,
6832,0,202308020701,2歳未勝利,1800,晴,良,2023,京都,1,2023-10-22,ダート,,
6833,0,202308020702,2歳未勝利,1400,晴,良,2023,京都,2,2023-10-22,ダート,,
6834,0,202308020703,2歳未勝利,2000,晴,良,2023,京都,3,2023-10-22,芝,,
6835,0,202308020704,2歳新馬,1200,晴,良,2023,京都,4,2023-10-22,ダート,,
6836,0,202308020705,2歳新馬,2000,晴,良,2023,京都,5,2023-10-22,芝,,
6837,0,202308020706,3歳以上1勝クラス,1600,晴,良,2023,京都,6,2023-10-22,芝,,
6838,0,202308020707,3歳以上2勝クラス,1800,晴,良,2023,京都,7,2023-10-22,ダート,,
6839,0,202308020708,なでしこ賞,1400,晴,良,2023,京都,8,2023-10-22,ダート,,
6840,0,202308020709,壬生特別,1200,晴,良,2023,京都,9,2023-10-22,芝,,
6841,0,202308020710,三年坂ステークス,1600,晴,良,2023,京都,10,2023-10-22,芝,,
6842,0,202308020712,桂川ステークス,1400,晴,良,2023,京都,12,2023-10-22,ダート,,
6843,0,202304040501,障害3歳以上未勝利,,雨,稍重,2023,新潟,1,2023-10-28,障害,,
6844,0,202304040502,2歳未勝利,1800,雨,稍重,2023,新潟,2,2023-10-28,ダート,,
6845,0,202304040503,3歳以上1勝クラス,1200,雨,稍重,2023,新潟,3,2023-10-28,ダート,,
6846,0,202304040504,障害3歳以上オープン,,雨,重,2023,新潟,4,2023-10-28,障害,,
6847,0,202304040505,2歳未勝利,1400,小雨,重,2023,新潟,5,2023-10-28,芝,,
6848,0,202304040506,3歳以上1勝クラス,1800,小雨,稍重,2023,新潟,6,2023-10-28,ダート,,
6849,0,202304040507,3歳以上1勝クラス,,小雨,重,2023,新潟,7,2023-10-28,芝,,
6850,0,202304040508,3歳以上1勝クラス,1800,小雨,重,2023,新潟,8,2023-10-28,ダート,,
6851,0,202304040509,萬代橋特別,2400,曇,重,2023,新潟,9,2023-10-28,芝,,
6852,0,202304040510,清津峡特別,1200,小雨,重,2023,新潟,10,2023-10-28,芝,,
6853,0,202304040511,魚沼ステークス,2000,雨,不良,2023,新潟,11,2023-10-28,芝,,
6854,0,202304040512,3歳以上1勝クラス,1200,曇,重,2023,新潟,12,2023-10-28,ダート,,
6855,0,202305040801,2歳未勝利,1600,晴,良,2023,東京,1,2023-10-28,ダート,,
6856,0,202305040802,2歳未勝利,1300,晴,良,2023,東京,2,2023-10-28,ダート,,
6857,0,202305040803,2歳未勝利,1800,晴,良,2023,東京,3,2023-10-28,芝,,
6858,0,202305040804,2歳新馬,1400,晴,良,2023,東京,4,2023-10-28,芝,,
6859,0,202305040805,2歳新馬,1600,晴,良,2023,東京,5,2023-10-28,芝,,
6860,0,202305040806,3歳以上1勝クラス,2100,晴,良,2023,東京,6,2023-10-28,ダート,,
6861,0,202305040807,3歳以上1勝クラス,1400,晴,良,2023,東京,7,2023-10-28,ダート,,
6862,0,202305040808,3歳以上1勝クラス,2000,晴,良,2023,東京,8,2023-10-28,芝,,
6863,0,202305040809,伊勢佐木特別,2100,晴,良,2023,東京,9,2023-10-28,ダート,,
6864,0,202305040810,紅葉ステークス,1600,晴,良,2023,東京,10,2023-10-28,芝,,
6865,0,202305040812,3歳以上2勝クラス,1400,晴,良,2023,東京,12,2023-10-28,ダート,,
6866,0,202308020801,2歳未勝利,1800,晴,良,2023,京都,1,2023-10-28,ダート,,
6867,0,202308020802,2歳未勝利,1200,晴,良,2023,京都,2,2023-10-28,ダート,,
6868,0,202308020803,2歳未勝利,1800,晴,良,2023,京都,3,2023-10-28,芝,,
6869,0,202308020804,2歳新馬,1400,晴,良,2023,京都,4,2023-10-28,ダート,,
6870,0,202308020805,2歳新馬,2000,晴,良,2023,京都,5,2023-10-28,芝,,
6871,0,202308020806,3歳以上1勝クラス,1800,晴,良,2023,京都,6,2023-10-28,ダート,,
6872,0,202308020807,3歳以上1勝クラス,1800,晴,良,2023,京都,7,2023-10-28,芝,,
6873,0,202308020808,萩ステークス,1800,晴,良,2023,京都,8,2023-10-28,芝,,
6874,0,202308020809,3歳以上2勝クラス,1400,晴,良,2023,京都,9,2023-10-28,芝,,
6875,0,202308020810,御陵ステークス,1800,晴,良,2023,京都,10,2023-10-28,ダート,,
6876,0,202308020812,3歳以上2勝クラス,1800,晴,良,2023,京都,12,2023-10-28,ダート,,
6877,0,202304040601,2歳未勝利,2000,小雨,重,2023,新潟,1,2023-10-29,芝,,
6878,0,202304040602,2歳未勝利,1200,小雨,不良,2023,新潟,2,2023-10-29,ダート,,
6879,0,202304040603,2歳未勝利,1800,小雨,不良,2023,新潟,3,2023-10-29,ダート,,
6880,0,202304040604,障害3歳以上未勝利,,小雨,重,2023,新潟,4,2023-10-29,障害,,
6881,0,202304040605,2歳新馬,1400,小雨,不良,2023,新潟,5,2023-10-29,芝,,
6882,0,202304040606,3歳以上1勝クラス,1200,雨,不良,2023,新潟,6,2023-10-29,ダート,,
6883,0,202304040607,3歳以上1勝クラス,1800,雨,不良,2023,新潟,7,2023-10-29,ダート,,
6884,0,202304040608,3歳以上1勝クラス,1200,雨,不良,2023,新潟,8,2023-10-29,ダート,,
6885,0,202304040609,聖籠特別,1800,雨,不良,2023,新潟,9,2023-10-29,芝,,
6886,0,202304040610,鳥屋野特別,1800,雨,不良,2023,新潟,10,2023-10-29,ダート,,
6887,0,202304040611,ルミエールオータムD,,曇,不良,2023,新潟,11,2023-10-29,芝,,
6888,0,202304040612,3歳以上1勝クラス,1400,曇,不良,2023,新潟,12,2023-10-29,芝,,
6889,0,202305040901,2歳未勝利,1400,曇,良,2023,東京,1,2023-10-29,ダート,,
6890,0,202305040902,2歳未勝利,1600,曇,良,2023,東京,2,2023-10-29,芝,,
6891,0,202305040903,2歳未勝利,2000,曇,良,2023,東京,3,2023-10-29,芝,,
6892,0,202305040904,2歳新馬,1600,曇,良,2023,東京,4,2023-10-29,ダート,,
6893,0,202305040905,2歳新馬,2000,曇,良,2023,東京,5,2023-10-29,芝,,
6894,0,202305040906,3歳以上1勝クラス,1600,晴,良,2023,東京,6,2023-10-29,芝,,
6895,0,202305040907,3歳以上1勝クラス,1600,晴,良,2023,東京,7,2023-10-29,ダート,,
6896,0,202305040908,本栖湖特別,2400,晴,良,2023,東京,8,2023-10-29,芝,,
6897,0,202305040909,国立特別,1600,晴,良,2023,東京,9,2023-10-29,芝,,
6898,0,202305040910,ペルセウスステークス,1400,晴,良,2023,東京,10,2023-10-29,ダート,,
6899,0,202305040912,秋嶺ステークス,1300,晴,良,2023,東京,12,2023-10-29,ダート,,
6900,0,202308020901,2歳未勝利,1400,晴,良,2023,京都,1,2023-10-29,ダート,,
6901,0,202308020902,2歳未勝利,1800,晴,良,2023,京都,2,2023-10-29,ダート,,
6902,0,202308020903,2歳未勝利,1600,晴,良,2023,京都,3,2023-10-29,芝,,
6903,0,202308020904,2歳新馬,1800,晴,良,2023,京都,4,2023-10-29,ダート,,
6904,0,202308020905,2歳新馬,1800,晴,良,2023,京都,5,2023-10-29,芝,,
6905,0,202308020906,2歳新馬,1400,晴,良,2023,京都,6,2023-10-29,芝,,
6906,0,202308020907,3歳以上1勝クラス,1800,晴,良,2023,京都,7,2023-10-29,ダート,,
6907,0,202308020908,3歳以上1勝クラス,1400,晴,良,2023,京都,8,2023-10-29,ダート,,
6908,0,202308020909,堀川特別,1800,晴,良,2023,京都,9,2023-10-29,芝,,
6909,0,202308020910,古都ステークス,3000,晴,良,2023,京都,10,2023-10-29,芝,,
6910,0,202308020911,カシオペアステークス,1800,晴,良,2023,京都,11,2023-10-29,芝,,
6911,0,202308020912,3歳以上2勝クラス,1400,晴,良,2023,京都,12,2023-10-29,ダート,,
6912,0,202303030101,2歳未勝利,1700,晴,良,2023,福島,1,2023-11-04,ダート,,
6913,0,202303030102,2歳未勝利,1800,晴,良,2023,福島,2,2023-11-04,芝,,
6914,0,202303030103,3歳以上1勝クラス,1150,曇,良,2023,福島,3,2023-11-04,ダート,,
6915,0,202303030104,3歳以上1勝クラス,2400,曇,良,2023,福島,4,2023-11-04,ダート,,
6916,0,202303030105,2歳新馬,1200,曇,良,2023,福島,5,2023-11-04,芝,,
6917,0,202303030106,3歳以上1勝クラス,1800,曇,良,2023,福島,6,2023-11-04,芝,,
6918,0,202303030107,3歳以上1勝クラス,1700,曇,良,2023,福島,7,2023-11-04,ダート,,
6919,0,202303030108,3歳以上1勝クラス,1200,曇,良,2023,福島,8,2023-11-04,芝,,
6920,0,202303030109,土湯温泉特別,1800,曇,良,2023,福島,9,2023-11-04,芝,,
6921,0,202303030110,三陸特別,2600,曇,良,2023,福島,10,2023-11-04,芝,,
6922,0,202303030111,フルーツラインカップ,1150,曇,良,2023,福島,11,2023-11-04,ダート,,
6923,0,202303030112,3歳以上1勝クラス,1200,曇,良,2023,福島,12,2023-11-04,芝,,
6924,0,202305050101,2歳未勝利,1600,晴,良,2023,東京,1,2023-11-04,ダート,,
6925,0,202305050102,2歳未勝利,1400,晴,良,2023,東京,2,2023-11-04,芝,,
6926,0,202305050103,2歳未勝利,2000,晴,良,2023,東京,3,2023-11-04,芝,,
6927,0,202305050104,2歳新馬,1600,晴,良,2023,東京,4,2023-11-04,ダート,,
6928,0,202305050105,2歳新馬,1800,晴,良,2023,東京,5,2023-11-04,芝,,
6929,0,202305050106,3歳以上1勝クラス,1400,晴,良,2023,東京,6,2023-11-04,ダート,,
6930,0,202305050107,3歳以上1勝クラス,1600,晴,良,2023,東京,7,2023-11-04,ダート,,
6931,0,202305050108,秋陽ジャンプS,3110,晴,良,2023,東京,8,2023-11-04,障害,,
6932,0,202305050109,神奈川新聞杯,1600,晴,良,2023,東京,9,2023-11-04,ダート,,
6933,0,202305050110,ノベンバーステークス,1800,晴,良,2023,東京,10,2023-11-04,芝,,
6934,0,202305050112,3歳以上2勝クラス,2000,晴,良,2023,東京,12,2023-11-04,芝,,
6935,0,202308030101,2歳未勝利,1400,晴,良,2023,京都,1,2023-11-04,ダート,,
6936,0,202308030102,2歳未勝利,1800,晴,良,2023,京都,2,2023-11-04,ダート,,
6937,0,202308030103,2歳未勝利,1600,晴,良,2023,京都,3,2023-11-04,芝,,
6938,0,202308030104,2歳未勝利,2000,晴,良,2023,京都,4,2023-11-04,芝,,
6939,0,202308030105,2歳新馬,1600,晴,良,2023,京都,5,2023-11-04,芝,,
6940,0,202308030106,2歳新馬,1800,晴,良,2023,京都,6,2023-11-04,ダート,,
6941,0,202308030107,3歳以上1勝クラス,2200,晴,良,2023,京都,7,2023-11-04,芝,,
6942,0,202308030108,3歳以上1勝クラス,1800,晴,良,2023,京都,8,2023-11-04,ダート,,
6943,0,202308030109,衣笠特別,2000,晴,良,2023,京都,9,2023-11-04,芝,,
6944,0,202308030110,貴船ステークス,1200,曇,良,2023,京都,10,2023-11-04,ダート,,
6945,0,202308030112,3歳以上2勝クラス,1600,曇,良,2023,京都,12,2023-11-04,芝,,
6946,0,202303030201,2歳未勝利,1150,曇,良,2023,福島,1,2023-11-05,ダート,,
6947,0,202303030202,2歳未勝利,1200,曇,良,2023,福島,2,2023-11-05,芝,,
6948,0,202303030203,3歳以上1勝クラス,1700,曇,良,2023,福島,3,2023-11-05,ダート,,
6949,0,202303030204,障害3歳以上未勝利,2750,曇,良,2023,福島,4,2023-11-05,障害,,
6950,0,202303030205,障害3歳以上未勝利,2750,曇,良,2023,福島,5,2023-11-05,障害,,
6951,0,202303030206,2歳新馬,1700,曇,良,2023,福島,6,2023-11-05,ダート,,
6952,0,202303030207,3歳以上1勝クラス,2600,曇,良,2023,福島,7,2023-11-05,芝,,
6953,0,202303030208,3歳以上1勝クラス,1200,曇,良,2023,福島,8,2023-11-05,芝,,
6954,0,202303030209,三春駒特別,2000,曇,良,2023,福島,9,2023-11-05,芝,,
6955,0,202303030210,河北新報杯,1700,曇,良,2023,福島,10,2023-11-05,ダート,,
6956,0,202303030211,みちのくステークス,1200,曇,良,2023,福島,11,2023-11-05,芝,,
6957,0,202303030212,3歳以上1勝クラス,1150,曇,良,2023,福島,12,2023-11-05,ダート,,
6958,0,202305050201,2歳未勝利,1600,曇,良,2023,東京,1,2023-11-05,ダート,,
6959,0,202305050202,2歳未勝利,1600,晴,良,2023,東京,2,2023-11-05,芝,,
