ID,項,馬名,性齢,生産年月,調教師,生産者,セリ取引価格,父,母,母父,馬netkeibaID
2713,,ウォームライト,牡5,,,,,,,,2019105250
2714,,アシタバ,牝5,,,,,,,,2018102264
2715,,カフジエニアゴン,牝6,,,,,,,,2019102753
2716,,メルシー,牝4,,,,,,,,2019100451
2717,,アランチャータ,牝4,,,,,,,,2019103064
2718,,ロックユアハート,牝4,,,,,,,,2019106682
2719,,ヒロノトウリョウ,牡8,,,,,,,,2016100507
2720,,ラインガルーダ,牡6,,,,,,,,2017106295
2721,,ウィリアムバローズ,牡5,,,,,,,,2018100829
2722,,オメガギネス,牡3,,,,,,,,2020102904
2723,,ヴィクティファルス,セ7,,,,,,,,2018104948
2724,,ブライアンセンス,牡3,,,,,,,,2020106565
2725,,オーロイプラータ,牡3,,,,,,,,2020103308
2726,,ペプチドナイル,牡5,,,,,,,,2018106084
2727,,ミッキーヌチバナ,牡5,,,,,,,,2018105431
2728,,キリンジ,牡4,,,,,,,,2020104239
2729,,ビヨンドザファザー,牡4,,,,,,,,2019101613
2730,,タイセイドレフォン,牡4,,,,,,,,2019105308
2731,,レッドファーロ,牡4,,,,,,,,2019104983
2732,,サンライズウルス,牡6,,,,,,,,2018102260
2733,,ゲンパチルシファー,牡7,,,,,,,,2016101745
2734,,スマッシングハーツ,牡7,,,,,,,,2016100617
2735,,バビット,牡6,,,,,,,,2017103000
2736,,テーオーダヴィンチ,牡5,,,,,,,,2018104633
2737,,デルマカンノン,牝5,,,,,,,,2018103611
2738,,アスクエピソード,牡3,,,,,,,,2020101031
2739,,ベルウッドブラボー,牡4,,,,,,,,2019103806
2740,,マチカゼ,牡3,,,,,,,,2020103668
2741,,アスクビギンアゲン,牡6,,,,,,,,2019101079
2742,,キングダムウイナー,牡6,,,,,,,,2017105224
2743,,サヴァイヴ,牡6,,,,,,,,2017101804
2744,,シティレインボー,牡5,,,,,,,,2018106513
2745,,サンドブラスト,牡2,,,,,,,,2021106941
2746,,ズバットマサムネ,牡2,,,,,,,,2021105711
2747,,グランドエスケープ,牡2,,,,,,,,2021107280
2748,,サンカルミア,牡2,,,,,,,,2021101305
2749,,アンバードール,牡2,,,,,,,,2021104448
2750,,ブロットキャスター,牡2,,,,,,,,2021105945
2751,,ローレルロイズ,牡2,,,,,,,,2021106571
2752,,クリノフロンティア,牡2,,,,,,,,2021107297
2753,,テイエムノジギク,牝2,,,,,,,,2021101945
2754,,シングンアーメット,牡2,,,,,,,,2021106747
2755,,レディマリオン,牝2,,,,,,,,2021105752
2756,,エリカエレガンテ,牝2,,,,,,,,2021100267
2757,,ダークファンタジー,牝2,,,,,,,,2021105171
2758,,ピリー,牝2,,,,,,,,2021100526
2759,,ブルーパール,牝2,,,,,,,,2021105173
2760,,ウインベルレーヌ,牝2,,,,,,,,2021106198
2761,,マテンロウソル,牝3,,,,,,,,2021105751
2762,,アリスヴィクトリア,牝3,,,,,,,,2021105409
2763,,バノフィー,牝2,,,,,,,,2021106675
2764,,フミソニック,牝3,,,,,,,,2021103654
2765,,ワイドセレブ,牝2,,,,,,,,2021103447
2766,,ルージュセレスト,牝2,,,,,,,,2021105490
2767,,シカンスイヨウ,牝2,,,,,,,,2021106235
2768,,アオイエクラタン,牝2,,,,,,,,2021107204
2769,,コウソクカレン,牝5,,,,,,,,2018104971
2770,,フェイマスドクター,牡3,,,,,,,,2020106047
2771,,ジェットグリッター,牝4,,,,,,,,2019104764
2772,,ワンダーヘイルネス,セ7,,,,,,,,2016102446
2773,,ヨドノゴールド,牡5,,,,,,,,2018103293
2774,,サザンレイク,牝3,,,,,,,,2020101481
2775,,シックザイン,牡4,,,,,,,,2019103887
2776,,シャドウダッチェス,牝3,,,,,,,,2020102872
2777,,ワンエルメス,牝4,,,,,,,,2019102293
2778,,スノーヴァース,牝4,,,,,,,,2020100874
2779,,ティートラップ,牡7,,,,,,,,2017103381
2780,,エイカイステラ,牝5,,,,,,,,2018104944
2781,,アルマドラード,セ5,,,,,,,,2018105328
2782,,アスターディゴン,牡4,,,,,,,,2019103563
2783,,ガイフウカイセイ,牡4,,,,,,,,2019102649
2784,,カースソーサラー,牡4,,,,,,,,2020104505
2785,,トーアモルペウス,セ3,,,,,,,,2020103173
2786,,トーカイキング,牡5,,,,,,,,2018102077
2787,,パワータイショウ,牡4,,,,,,,,2019106307
2788,,メイショウオキビ,牡5,,,,,,,,2018105846
2789,,レベランス,牡5,,,,,,,,2018104917
2790,,ハイレリーフ,牝5,,,,,,,,2018103529
2791,,メイショウヤマモモ,牝4,,,,,,,,2021103075
2792,,サンドロナイト,牝4,,,,,,,,2021110119
2793,,シアーエレガンス,牝3,,,,,,,,2021105165
2794,,テーオーサファイア,牝3,,,,,,,,2021100233
2795,,ホルガーダンスク,牡3,,,,,,,,2021105096
2796,,カネトシテミス,牝3,,,,,,,,2021106333
2797,,アナレクタ,牡4,,,,,,,,2021103532
2798,,ツェルニー,牝3,,,,,,,,2021100916
2799,,イエローサファイア,牝3,,,,,,,,2021104116
2800,,ラボニータ,牝3,,,,,,,,2021105267
2801,,レッドマーレ,牡3,,,,,,,,2021105205
2802,,ファストチアフル,牝3,,,,,,,,2021100744
2803,,マダムリエート,牝3,,,,,,,,2021102965
2804,,ソウルノット,牝3,,,,,,,,2021103167
2805,,ニシノヴィヴィ,牝3,,,,,,,,2021100948
2806,,メイショウユメカゼ,牡3,,,,,,,,2021102837
2807,,エイシンゾディアク,牡3,,,,,,,,2021102602
2808,,アラタマファルクス,牝3,,,,,,,,2021102114
2809,,コスモヴィーコ,牡2,,,,,,,,2021106773
2810,,ゴールドブレス,セ4,,,,,,,,2021100081
2811,,マルカオペラ,牝2,,,,,,,,2021104978
2812,,ジェロニモス,牡2,,,,,,,,2021101280
2813,,ロードバルベーラ,牡2,,,,,,,,2021100173
2814,,エウロス,牡2,,,,,,,,2021100825
2815,,ガルバナム,牡2,,,,,,,,2021105385
2816,,リエンダ,牡2,,,,,,,,2021103465
2817,,ユーキャンドゥイッ,牡2,,,,,,,,2021103527
2818,,グランルチャドール,牡2,,,,,,,,2021102192
2819,,カシノエタンセル,牡2,,,,,,,,2021105932
2820,,ビアフォーナウ,牝2,,,,,,,,2021104481
2821,,オレンジサファイア,牝2,,,,,,,,2021104989
2822,,ドーヴィル,牝3,,,,,,,,2021103239
2823,,スマートレイヴ,牝2,,,,,,,,2021103933
2824,,クイーンカナロア,牝2,,,,,,,,2021101528
2825,,オオゾラヒバリ,牝2,,,,,,,,2021101793
2826,,カワ,牝2,,,,,,,,2021105676
2827,,ラムテリオス,牝2,,,,,,,,2021105178
2828,,ザハーフェル,牝4,,,,,,,,2021105131
2829,,ソルセルリ,牝2,,,,,,,,2021105231
2830,,ナムライリス,牝2,,,,,,,,2021101825
2831,,スワルナパクシャ,牝2,,,,,,,,2021103893
2832,,コムルヴァン,牝2,,,,,,,,2021107168
2833,,カーモス,牝2,,,,,,,,2021105033
2834,,コトブキボタン,牝2,,,,,,,,2021106679
2835,,ウィンドブレイク,牝2,,,,,,,,2021101686
2836,,グッドムード,牝3,,,,,,,,2021104175
2837,,ニシノプリモ,牝3,,,,,,,,2021107079
2838,,ガンウルフ,牡3,,,,,,,,2020110120
2839,,プレイサーゴールド,牡3,,,,,,,,2020100053
2840,,オブシディアン,牡3,,,,,,,,2020100307
2841,,トロピカルタウン,牡3,,,,,,,,2020105456
2842,,チャプリ,牝4,,,,,,,,2019102438
2843,,サンライズフォルス,牡3,,,,,,,,2020101535
2844,,バンボーレ,牝6,,,,,,,,2018105842
2845,,ララマルシュドロワ,牡3,,,,,,,,2020110116
2846,,メリタテス,牝3,,,,,,,,2020110076
2847,,ミユキザストロング,牡4,,,,,,,,2019101413
2848,,ヤマカツレオン,セ8,,,,,,,,2017103384
2849,,アークデトリオンフ,牡5,,,,,,,,2019102793
2850,,ウィービースティ,牡5,,,,,,,,2020104768
2851,,ジュリエンヌ,牝4,,,,,,,,2019101151
2852,,ソングオブバラード,牝5,,,,,,,,2019106618
2853,,ニシノピウモッソ,牡3,,,,,,,,2020105492
2854,,サトノプリエール,牝5,,,,,,,,2019110127
2855,,エイムインライフ,牝3,,,,,,,,2020110068
2856,,リシャールケリー,牡3,,,,,,,,2020102229
2857,,ホイッスルソング,牝3,,,,,,,,2020104796
2858,,ピースフルナイト,牝3,,,,,,,,2020106821
2859,,メリトリオ,牡3,,,,,,,,2020100295
2860,,ブルーグロット,牡4,,,,,,,,2019101276
2861,,ジュエルピーチ,牝4,,,,,,,,2020103422
2862,,ヘレンキムゼー,牡4,,,,,,,,2019104560
2863,,ラッキーミーティア,牝5,,,,,,,,2019102306
2864,,スマートファントム,牡3,,,,,,,,2020104302
2865,,シーグラス,牝4,,,,,,,,2019100796
2866,,シリンガバルガリス,セ3,,,,,,,,2020103663
2867,,タガノバルコス,牡4,,,,,,,,2019100549
2868,,ジェンヌ,牝5,,,,,,,,2019105480
2869,,エヴィダンシア,牡4,,,,,,,,2019106932
2870,,アナレンマ,セ6,,,,,,,,2018105462
2871,,プリマヴィータ,牝4,,,,,,,,2019100831
2872,,ヴォルゴグラード,牡4,,,,,,,,2019105441
2873,,サンライズアリオン,牡4,,,,,,,,2019103419
2874,,レリジールダモーレ,牝4,,,,,,,,2019104729
2875,,タガノエスコート,牡4,,,,,,,,2019100539
2876,,ハンディーズピーク,牡6,,,,,,,,2018102060
2877,,ウラヤ,牡4,,,,,,,,2019110040
2878,,ロコポルティ,牡5,,,,,,,,2018105503
2879,,ハイエストポイント,牡5,,,,,,,,2018102048
2880,,リファインドマナー,牝5,,,,,,,,2018104754
2881,,ビオグラフィア,牡5,,,,,,,,2018105471
2882,,ローズスター,牡3,,,,,,,,2020102061
2883,,シルバーブレッド,牡5,,,,,,,,2019103055
2884,,サトノスライヴ,牡6,,,,,,,,2017104056
2885,,グラストンベリー,牝4,,,,,,,,2019103004
2886,,メイショウモズ,牡3,,,,,,,,2020106196
2887,,メイクザビート,牡3,,,,,,,,2020102818
2888,,メイショウジブリ,牡4,,,,,,,,2019103917
2889,,パルティクラール,牝3,,,,,,,,2020101557
2890,,マイネルラッシュ,牡3,,,,,,,,2020105803
2891,,テイエムエメラルド,牝5,,,,,,,,2018102822
2892,,セルジュ,牡6,,,,,,,,2018104070
2893,,マイレーヌ,牝3,,,,,,,,2020104676
2894,,バラードインミラノ,牡5,,,,,,,,2018110112
2895,,バガン,牡5,,,,,,,,2018106354
2896,,クラシックステップ,牡4,,,,,,,,2019105542
2897,,ミナモトフェイス,牝4,,,,,,,,2019106877
2898,,ショウナンハクウン,牡3,,,,,,,,2020103670
2899,,マイネルフォルツァ,牡3,,,,,,,,2020105809
2900,,ゴールドレコーダー,牝3,,,,,,,,2020105836
2901,,サンライズタイソン,牡3,,,,,,,,2020101597
2902,,タイセイクラージュ,セ3,,,,,,,,2020103394
2903,,エースアビリティ,牡2,,,,,,,,2021102098
2904,,モリノセピア,牡2,,,,,,,,2021106307
2905,,スマートスコープ,牡2,,,,,,,,2021102721
2906,,テイエムビッグサー,牡2,,,,,,,,2021103466
2907,,フォルスタクラス,牡2,,,,,,,,2021101739
2908,,マイネルウォーリア,牡2,,,,,,,,2021106245
2909,,アオイサクラ,牝2,,,,,,,,2021109004
2910,,サイモンモーニング,牡2,,,,,,,,2021103106
2911,,レオスパーク,牡4,,,,,,,,2021102658
2912,,ゲンブ,牡2,,,,,,,,2021106890
2913,,ソーラーエクリプス,牡2,,,,,,,,2021104166
2914,,ニシノオーシャン,牡2,,,,,,,,2021104048
2915,,ドゥグラン,牝2,,,,,,,,2021102205
2916,,キリングパート,牝2,,,,,,,,2021102018
2917,,フェスティヴルディ,牡2,,,,,,,,2021106899
2918,,アフロマン,牡3,,,,,,,,2021107090
2919,,ホウオウベルクソン,牡2,,,,,,,,2021105767
2920,,ユアグローリー,牡2,,,,,,,,2021104794
2921,,ウェックスフォード,牡2,,,,,,,,2021105268
2922,,ソニックロプロス,牡2,,,,,,,,2021104038
2923,,ノールシャピートル,牡2,,,,,,,,2021103523
2924,,ニシノサヨシグレ,牡2,,,,,,,,2021100784
2925,,ジェイエルジェティ,牝2,,,,,,,,2021101833
2926,,サンキャメロン,牝2,,,,,,,,2021107262
2927,,フイノマジワリ,牝2,,,,,,,,2021101415
2928,,ムーンライトデイ,牝2,,,,,,,,2021102559
2929,,ネクストヒロイン,牝2,,,,,,,,2021100070
2930,,デアパーディタ,牝2,,,,,,,,2021100236
2931,,ペイシャアゲイン,牝2,,,,,,,,2021104216
2932,,ミッレマンドルリ,牝2,,,,,,,,2021100272
2933,,ムーステソーロ,牝2,,,,,,,,2021102278
2934,,ソニックスター,牡2,,,,,,,,2021110060
2935,,アンクエンチャブル,牡2,,,,,,,,2021101660
2936,,ブレスワード,牡2,,,,,,,,2021105642
2937,,メイプルタピット,牡2,,,,,,,,2021103140
2938,,モデルハント,牝2,,,,,,,,2021103912
2939,,ユニヴェール,牡2,,,,,,,,2021103044
2940,,ワイドブリザード,牡2,,,,,,,,2021104416
2941,,デビッドテソーロ,牡2,,,,,,,,2021102280
2942,,リメリック,牡4,,,,,,,,2021104554
2943,,スカイライト,牡3,,,,,,,,2021102002
2944,,レイククレセント,牝4,,,,,,,,2021105077
2945,,デイジー,牝3,,,,,,,,2021104173
2946,,ディヴァイネスト,牝3,,,,,,,,2021105816
2947,,メイショウウミカゼ,牡2,,,,,,,,2021103269
2948,,ミスティカルレイ,牝3,,,,,,,,2021104136
2949,,エリカビーナス,牝3,,,,,,,,2021103736
2950,,ポジティブスピン,牝3,,,,,,,,2021103516
2951,,ロンドンライフ,牝3,,,,,,,,2021101481
2952,,メテオクイン,牝3,,,,,,,,2021103690
2953,,イデアイゴッソウ,牡4,,,,,,,,2021103096
2954,,メイユーヴ,牡3,,,,,,,,2021100132
2955,,シントーローズ,牝3,,,,,,,,2021103950
2956,,アネッロ,牝3,,,,,,,,2021101212
2957,,ルトレフル,牝3,,,,,,,,2021101475
2958,,ダイシンアポロン,牡2,,,,,,,,2021100660
2959,,サツキノジョウ,牝2,,,,,,,,2021105789
2960,,キトゥンヒール,牝2,,,,,,,,2021105607
2961,,ハニーコム,牝2,,,,,,,,2021100789
2962,,ビッグポケット,牡2,,,,,,,,2021103914
2963,,ダズリングティアラ,牝2,,,,,,,,2021104939
2964,,ビーンスターク,牡2,,,,,,,,2021103578
2965,,グラウンドビート,牡2,,,,,,,,2021105120
2966,,スモールクイーン,牝2,,,,,,,,2021103853
2967,,ショウナンラッシュ,牡2,,,,,,,,2021101040
2968,,ホウオウドラッカー,牡4,,,,,,,,2020103605
2969,,ニシノスピカ,牝6,,,,,,,,2019103570
2970,,ダブルスナッチ,牝5,,,,,,,,2018105518
2971,,フェブルウス,牡3,,,,,,,,2020103622
2972,,ピエフォール,牡3,,,,,,,,2020103253
2973,,ラジエル,牝4,,,,,,,,2019105457
2974,,カフェクロニクル,牡4,,,,,,,,2019106183
2975,,アンチフラジャイル,牡4,,,,,,,,2020106933
2976,,デイズオブドリーム,牝3,,,,,,,,2020103079
2977,,グリモワール,牝4,,,,,,,,2019102371
2978,,クリノフラッグ,牝5,,,,,,,,2019101187
2979,,グランヒマラヤ,牡4,,,,,,,,2020100847
2980,,フエキ,牝5,,,,,,,,2019102479
2981,,ジャーニーメモリー,牡3,,,,,,,,2020104437
2982,,テンプーシャオン,牡3,,,,,,,,2020102767
2983,,トーセンニック,牡5,,,,,,,,2018105647
2984,,キタサンドーシン,牡4,,,,,,,,2019100997
2985,,アコークロー,牝4,,,,,,,,2019104478
2986,,オソルノ,牡3,,,,,,,,2020102578
2987,,フミヤングフェイス,牡3,,,,,,,,2020101960
2988,,コロンビアテソーロ,牝3,,,,,,,,2020102181
2989,,インペラートル,牡4,,,,,,,,2019104997
2990,,スタボーンイメル,牡5,,,,,,,,2020104853
2991,,ソムリエ,牡3,,,,,,,,2020107084
2992,,ルーパステソーロ,牡5,,,,,,,,2018100995
2993,,メイククラウドロア,牡5,,,,,,,,2019106385
2994,,ケリーズノベル,セ4,,,,,,,,2019105300
2995,,アンクラウデッド,牡5,,,,,,,,2018104503
2996,,バグラダス,牡3,,,,,,,,2020106015
2997,,マニバドラ,牡4,,,,,,,,2020110105
2998,,レーヴリアン,牝5,,,,,,,,2018102666
2999,,アイヴォリードレス,牝4,,,,,,,,2019104518
3000,,プラチナジュビリー,牝3,,,,,,,,2020106386
3001,,リンカーンテソーロ,牡5,,,,,,,,2018110070
3002,,ホッコーカリュウ,牝5,,,,,,,,2018103147
3003,,ニシノカシミヤ,牝3,,,,,,,,2020100418
3004,,インヴァリアンス,セ5,,,,,,,,2018105423
3005,,ロードアラビアン,牡5,,,,,,,,2019103101
3006,,レイニーデイ,牡5,,,,,,,,2018103150
3007,,ハッピースワニー,牝5,,,,,,,,2019101222
3008,,ロジリオン,牡2,,,,,,,,2021102424
3009,,オーキッドロマンス,牡2,,,,,,,,2021103323
3010,,エリカカリーナ,牝2,,,,,,,,2021105485
3011,,ダノンマッキンリー,牡2,,,,,,,,2021105774
3012,,アイファーバトル,牡2,,,,,,,,2021101023
3013,,ヴェルトラウム,牡2,,,,,,,,2021104903
3014,,ジャスパーノワール,牡2,,,,,,,,2021110132
3015,,ロードデルレイ,牡3,,,,,,,,2020100157
3016,,バトルボーン,牡6,,,,,,,,2019105193
3017,,フライライクバード,セ6,,,,,,,,2017105109
3018,,グリューネグリーン,牡3,,,,,,,,2020102194
3019,,シルトホルン,牡3,,,,,,,,2020105424
3020,,シュヴァリエローズ,牡5,,,,,,,,2018104942
3021,,レインフロムヘヴン,牡5,,,,,,,,2018105573
3022,,パクスオトマニカ,牡3,,,,,,,,2020103496
3023,,コスモシャングリラ,牝3,,,,,,,,2020103562
3024,,ホウオウムサシ,牡3,,,,,,,,2020103947
3025,,ラパンラピッド,セ3,,,,,,,,2020102648
3026,,レシプロシティ,牝3,,,,,,,,2020102862
3027,,ハーエクセレンシー,牝3,,,,,,,,2020102982
3028,,マイネルカンパーナ,牡3,,,,,,,,2020105798
3029,,エメリヨン,牝3,,,,,,,,2020103120
3030,,スーパーマン,牡3,,,,,,,,2020100956
3031,,バーミリオンクリフ,牡4,,,,,,,,2019105566
3032,,エイジアンスター,牡3,,,,,,,,2020101226
3033,,ウインアチーヴ,牡3,,,,,,,,2020105207
3034,,ハリケーンリッジ,牝3,,,,,,,,2020103736
3035,,ロゴデザイン,牡4,,,,,,,,2020100353
3036,,シエロエスティーボ,牡3,,,,,,,,2020101122
3037,,シルバースペード,牡3,,,,,,,,2020104745
3038,,コンバットペスカ,牝2,,,,,,,,2021103236
3039,,アキミューミュー,牝2,,,,,,,,2021105344
3040,,キムケンハッピー,牝2,,,,,,,,2021102157
3041,,スナークダリ,牡2,,,,,,,,2021106175
3042,,ヤマニントレモロ,牡2,,,,,,,,2021106606
3043,,ラピダリア,牝2,,,,,,,,2021100652
3044,,メイショウムーヴ,牝3,,,,,,,,2021100994
3045,,タイセイアルテミス,牝2,,,,,,,,2021105699
3046,,ファインプリンセス,牝3,,,,,,,,2021101689
3047,,ルミナスビューティ,牝2,,,,,,,,2021103294
3048,,ファストレーン,牡3,,,,,,,,2021104678
3049,,アレ,牡3,,,,,,,,2021103287
3050,,ダンツニーヴァ,牡3,,,,,,,,2021101425
3051,,テイエムキャニー,牝3,,,,,,,,2021106720
3052,,オクヤマ,牡3,,,,,,,,2021102454
3053,,ニホンピロデルマー,牝3,,,,,,,,2021104209
3054,,マテンロウマルス,牡3,,,,,,,,2021106974
3055,,メイショウチュラカ,牝3,,,,,,,,2021103157
3056,,シャンペートル,牡3,,,,,,,,2021106528
3057,,ライスネイチャ,牡3,,,,,,,,2021102742
3058,,ラルンエベール,牝3,,,,,,,,2021106681
3059,,スリークロス,牡3,,,,,,,,2021100984
3060,,テリオスソラ,牝3,,,,,,,,2021104037
3061,,チョウガンバレ,牡3,,,,,,,,2021106453
3062,,ベイステート,牡3,,,,,,,,2021105768
3063,,ウインウィズハート,牡3,,,,,,,,2021106210
3064,,ミスマテンロウ,牝2,,,,,,,,2021110114
3065,,モンシェリ,牝2,,,,,,,,2021102399
3066,,ルージュメアリー,牝4,,,,,,,,2020102985
3067,,テーオーティラミス,牝5,,,,,,,,2019104747
3068,,トゥーレツリー,牝5,,,,,,,,2019104733
3069,,クラシカルスカラー,牝4,,,,,,,,2020105430
3070,,スマートスピア,牡2,,,,,,,,2021101106
3071,,ヤマニンアストロン,牡2,,,,,,,,2021106594
3072,,バーケンティン,牡2,,,,,,,,2021105868
3073,,フルレゾン,牝2,,,,,,,,2021104840
3074,,ストリンジェンド,牡3,,,,,,,,2020102702
3075,,サウンドサンビーム,牡7,,,,,,,,2017106394
3076,,マヴォロンテ,牝3,,,,,,,,2020103435
3077,,ジェットマックス,牡6,,,,,,,,2017110156
3078,,タカラマドンナ,牝4,,,,,,,,2019104328
3079,,ハンベルジャイト,牝3,,,,,,,,2020103367
