ID,項,馬名,性齢,生産年月,調教師,生産者,セリ取引価格,父,母,母父,馬netkeibaID
2223,,ラレイナ,牝5,,,,,,,,2018105316
2224,,フィンガークリック,牝3,,,,,,,,2020102755
2225,,レディーシス,牝4,,,,,,,,2019106868
2226,,シンティレーション,牝6,,,,,,,,2019105377
2227,,オブデュモンド,セ5,,,,,,,,2018102202
2228,,ソバナ,牝5,,,,,,,,2019104687
2229,,グランドカリナン,牡3,,,,,,,,2020106234
2230,,カトルショセット,牝5,,,,,,,,2018105226
2231,,ラエール,牝4,,,,,,,,2019106851
2232,,ベッラノーヴァ,牝5,,,,,,,,2018105253
2233,,ネバーゴーンアウト,セ6,,,,,,,,2017102518
2234,,グランベルナデット,牝3,,,,,,,,2020103089
2235,,ヘッズオアテールズ,牝5,,,,,,,,2018105529
2236,,ダノンザタイガー,牡3,,,,,,,,2020103417
2237,,カヨウネンカ,牝4,,,,,,,,2019104159
2238,,クライミングリリー,牝5,,,,,,,,2018104607
2239,,フェアエールング,牝3,,,,,,,,2020105795
2240,,ウインエクレール,牝4,,,,,,,,2019100215
2241,,シルキーヴォイス,牡5,,,,,,,,2018100537
2242,,ルドヴィクス,牡5,,,,,,,,2018105213
2243,,モリノカンナチャン,牝5,,,,,,,,2018105722
2244,,サトノトルネード,牡3,,,,,,,,2020103463
2245,,セイウンパシュート,牡3,,,,,,,,2020100233
2246,,ローブエリタージュ,牝4,,,,,,,,2019105570
2247,,ノーブルクライ,牡3,,,,,,,,2020102976
2248,,ブレイヴアロウ,牡5,,,,,,,,2020103118
2249,,ヒシタイカン,牡3,,,,,,,,2020103685
2250,,ニシノコウフク,牝3,,,,,,,,2020105496
2251,,デザートスター,セ6,,,,,,,,2019101825
2252,,サーストンシカゴ,セ6,,,,,,,,2017103353
2253,,ブラックヴァール,牝3,,,,,,,,2020100742
2254,,ヤングローゼス,セ3,,,,,,,,2020103728
2255,,フォーグッド,セ4,,,,,,,,2019105076
2256,,ゲンパチリベロ,牡5,,,,,,,,2018106588
2257,,キセキノエンジェル,牝4,,,,,,,,2019106416
2258,,ブローヴェイス,牡5,,,,,,,,2019104263
2259,,サファル,セ5,,,,,,,,2018104880
2260,,コスモバイオレット,牝3,,,,,,,,2020104625
2261,,シリウス,牡2,,,,,,,,2021100086
2262,,ドナレア,牝2,,,,,,,,2021101864
2263,,コパノアルベール,牡2,,,,,,,,2021104310
2264,,テンロ,牝2,,,,,,,,2021100115
2265,,キングオブフジ,牡2,,,,,,,,2021106164
2266,,セクシーブーケ,牝2,,,,,,,,2021110103
2267,,レガッタ,牡2,,,,,,,,2021102991
2268,,フォージドブリック,牡2,,,,,,,,2021104800
2269,,ウインラウダ,牡2,,,,,,,,2021106206
2270,,メイショウマタベエ,牡2,,,,,,,,2021100986
2271,,アレナパラシオ,牡4,,,,,,,,2021100752
2272,,カーロアヴァンティ,牡3,,,,,,,,2021103056
2273,,ネグレスコ,牝4,,,,,,,,2021103214
2274,,トランジェント,牝3,,,,,,,,2021103585
2275,,ジェニファー,牝4,,,,,,,,2021103932
2276,,モイラ,牝4,,,,,,,,2021103300
2277,,クインズセレネ,牝4,,,,,,,,2021103943
2278,,メタルハート,牝3,,,,,,,,2021100565
2279,,ヴィシェラ,牝3,,,,,,,,2021100655
2280,,フレイミングパイ,牝4,,,,,,,,2021106936
2281,,バルサミコ,牝4,,,,,,,,2021103798
2282,,ゼットシルヴィア,牝3,,,,,,,,2021104414
2283,,フィアマフルミネ,牝3,,,,,,,,2021102972
2284,,テイエムスイジン,牝3,,,,,,,,2021101941
2285,,レベルソ,牝3,,,,,,,,2021105513
2286,,カンタベリーローズ,牝3,,,,,,,,2021105949
2287,,スマイルサミット,牝3,,,,,,,,2021107153
2288,,ホーリーゴールド,牝3,,,,,,,,2021105525
2289,,エートラックス,牡2,,,,,,,,2021104876
2290,,オコタンペ,牡2,,,,,,,,2021105849
2291,,ダノンスウィッチ,牡2,,,,,,,,2021105598
2292,,フラムリンガム,牡2,,,,,,,,2021104910
2293,,エフエイト,牡2,,,,,,,,2021109016
2294,,エコロエイト,牡2,,,,,,,,2021110104
2295,,ダノンピレネー,牡3,,,,,,,,2021104122
2296,,ホウショウリナ,牝3,,,,,,,,2021103069
2297,,シルキーガール,牝4,,,,,,,,2021102231
2298,,コンフェルマ,牡3,,,,,,,,2021105970
2299,,ダイヤモンドレイン,牝4,,,,,,,,2021105577
2300,,ヤマトフェイス,牡3,,,,,,,,2021105013
2301,,オープンワンセルフ,牡3,,,,,,,,2021105967
2302,,ファミリータイム,牡4,,,,,,,,2021100651
2303,,モヴレクス,牡4,,,,,,,,2021105074
2304,,ムルソー,牡3,,,,,,,,2021103020
2305,,クセノポン,牡3,,,,,,,,2021104743
2306,,ライスベリー,牡3,,,,,,,,2021101565
2307,,フォーカルポイント,牡3,,,,,,,,2021102073
2308,,セウタ,牝2,,,,,,,,2021105376
2309,,ベルベストランナー,牡2,,,,,,,,2021103591
2310,,レドンホール,牝2,,,,,,,,2021105690
2311,,マサハヤヴォス,牡2,,,,,,,,2021105047
2312,,リトルアイドル,牝2,,,,,,,,2021107209
2313,,バンドマスター,牡3,,,,,,,,2020103519
2314,,キャロルビアンカ,牝3,,,,,,,,2020100719
2315,,コントリビューター,牡3,,,,,,,,2020101841
2316,,タイクーン,牡4,,,,,,,,2019104075
2317,,フェルヴェンテ,牡3,,,,,,,,2020102045
2318,,ハードワイヤード,牡3,,,,,,,,2020110034
2319,,エアメテオラ,牡3,,,,,,,,2020110118
2320,,エミサキホコル,牡3,,,,,,,,2020102751
2321,,エーティーソブリン,牡6,,,,,,,,2018101255
2322,,カマチョクイン,牝3,,,,,,,,2020105950
2323,,メイショウキッド,牡4,,,,,,,,2019102824
2324,,スピリットワールド,牡4,,,,,,,,2019101860
2325,,マイレッドスター,牡5,,,,,,,,2019105090
2326,,ワインワインレッド,牡4,,,,,,,,2020110103
2327,,サンライズジパング,牡2,,,,,,,,2021104756
2328,,ミカエルパシャ,牡2,,,,,,,,2021101751
2329,,ブエナオンダ,牡2,,,,,,,,2021105454
2330,,エルフストラック,牝4,,,,,,,,2021105616
2331,,ストーンズ,牡2,,,,,,,,2021105583
2332,,キーウェーブ,牡2,,,,,,,,2021102561
2333,,メイショウタバル,牡2,,,,,,,,2021103272
2334,,ビーアイオラクル,牡4,,,,,,,,2019106691
2335,,パーサヴィアランス,牡4,,,,,,,,2019105330
2336,,ダノンフロイデ,牡4,,,,,,,,2019104080
2337,,ヒノデテイオー,牡4,,,,,,,,2019103420
2338,,オラヴェリタス,牡4,,,,,,,,2019103584
2339,,インテンスフレイム,牡5,,,,,,,,2018100679
2340,,サダムゲンヤ,牡7,,,,,,,,2016105750
2341,,テンウォークライ,牡5,,,,,,,,2018100247
2342,,トランキリテ,牡4,,,,,,,,2019104556
2343,,セオ,牡3,,,,,,,,2020103102
2344,,スミ,牝4,,,,,,,,2019106604
2345,,マラキナイア,牝3,,,,,,,,2020102817
2346,,ジュンブロッサム,牡4,,,,,,,,2019105118
2347,,トオヤリトセイト,牡7,,,,,,,,2016105060
2348,,ホウオウラスカーズ,牝5,,,,,,,,2018103535
2349,,オールイズウェル,牡7,,,,,,,,2016106292
2350,,ブランデーロック,牡4,,,,,,,,2019107075
2351,,タガノディアーナ,牝5,,,,,,,,2018101945
2352,,メイショウベッピン,牝7,,,,,,,,2017106086
2353,,ギャラントウォリア,セ6,,,,,,,,2018104800
2354,,ピピオラ,牝3,,,,,,,,2020103450
2355,,ケデシュ,牝4,,,,,,,,2019102327
2356,,ラケマーダ,牡3,,,,,,,,2020101784
2357,,ゴールドサーベル,牡2,,,,,,,,2021105039
2358,,ロストシークレット,牡4,,,,,,,,2021110116
2359,,ライジングアロー,セ3,,,,,,,,2021105494
2360,,マンチェスター,牡2,,,,,,,,2021100483
2361,,ムージャン,牝2,,,,,,,,2021100927
2362,,レッドスウィング,牡2,,,,,,,,2021105130
2363,,マイネルズコット,牡2,,,,,,,,2021106818
2364,,オジョウ,牝2,,,,,,,,2021103857
2365,,コパノマイアミ,牝2,,,,,,,,2021106191
2366,,グレイトフルペイン,牝2,,,,,,,,2021101413
2367,,シャローム,牝2,,,,,,,,2021104141
2368,,ジョウショータイプ,牝2,,,,,,,,2021102508
2369,,フォーレ,牝2,,,,,,,,2021104533
2370,,ヨリノサルティア,牝2,,,,,,,,2021102222
2371,,プエルタセクレタ,牝3,,,,,,,,2021105500
2372,,モズトキキ,牝2,,,,,,,,2021102914
2373,,ジョーメッドヴィン,牡3,,,,,,,,2021100522
2374,,ミスサン,牝2,,,,,,,,2021107068
2375,,セイウンティーダ,牝2,,,,,,,,2021100243
2376,,エクストラドライ,牡2,,,,,,,,2021104835
2377,,オーヴァーザトップ,牡2,,,,,,,,2021107133
2378,,エルプロフェッサー,牝4,,,,,,,,2021101605
2379,,メイショウハッブル,牡4,,,,,,,,2021102550
2380,,ボナール,牡2,,,,,,,,2021106925
2381,,ヴェッターホルン,牡2,,,,,,,,2021102377
2382,,マルジェラ,牡3,,,,,,,,2021104033
2383,,ゴージャスゴールド,牝2,,,,,,,,2021105527
2384,,ニシノルミリオン,牡2,,,,,,,,2021106994
2385,,ジェネラーレ,牡2,,,,,,,,2021110153
2386,,マーティー,セ3,,,,,,,,2021109134
2387,,オールザワールド,牡6,,,,,,,,2017105248
2388,,クラップサンダー,牡4,,,,,,,,2019103278
2389,,ニシノフウジン,牡4,,,,,,,,2019100498
2390,,ヘイセイメジャー,牡6,,,,,,,,2017101109
2391,,ワンダーサーイター,牡6,,,,,,,,2017102751
2392,,ノーティアス,牡4,,,,,,,,2019104908
2393,,ゴールドブリーズ,牡5,,,,,,,,2018102196
2394,,ノイアーターク,セ3,,,,,,,,2020102841
2395,,キタノブレイド,牡4,,,,,,,,2019100510
2396,,クリノユキツバキ,牝4,,,,,,,,2019102013
2397,,ラコンチャ,牡4,,,,,,,,2020103952
2398,,ジロー,牡6,,,,,,,,2017104698
2399,,ブラックボイス,牡4,,,,,,,,2019105276
2400,,ヴェイルネビュラ,セ5,,,,,,,,2018105349
2401,,エンデュミオン,牡6,,,,,,,,2017106153
2402,,メリディアンローグ,牡6,,,,,,,,2017105375
2403,,サンデイビス,牡5,,,,,,,,2018100297
2404,,レディステディゴー,牡5,,,,,,,,2018104865
2405,,プンタアレナス,セ5,,,,,,,,2018105249
2406,,ヒストリアノワール,セ5,,,,,,,,2018104996
2407,,プラチナドリーム,牡4,,,,,,,,2019106330
2408,,リバーシブルレーン,牡7,,,,,,,,2016104982
2409,,ファルヴォーレ,牡5,,,,,,,,2018102910
2410,,オシリスブレイン,牡6,,,,,,,,2017102946
2411,,エレクトリックブギ,牡2,,,,,,,,2021104995
2412,,セレスト,牡2,,,,,,,,2021102615
2413,,ヴィダル,牝2,,,,,,,,2021110086
2414,,シュンプウ,牡2,,,,,,,,2021102762
2415,,オレンジダンサー,牝2,,,,,,,,2021105395
2416,,モンディーン,牝2,,,,,,,,2021104951
2417,,スターオブステップ,牡2,,,,,,,,2021100062
2418,,フローラルセント,牝2,,,,,,,,2021104857
2419,,フォレスタ,牝5,,,,,,,,2018101924
2420,,アリスヴェリテ,牝3,,,,,,,,2020105655
2421,,キュンストラー,牝5,,,,,,,,2018102186
2422,,キヨラ,牝5,,,,,,,,2018106352
2423,,イゾレエオリア,牝3,,,,,,,,2020102785
2424,,スノーディザイア,牝4,,,,,,,,2019105764
2425,,ユイ,牝4,,,,,,,,2019101645
2426,,ウインリュクス,牝5,,,,,,,,2020105189
2427,,テンクウハット,牝3,,,,,,,,2020102081
2428,,アイベラ,牝3,,,,,,,,2020102671
2429,,サトノヴィーナス,牝7,,,,,,,,2017105323
2430,,ピースオブザライフ,牝3,,,,,,,,2020101024
2431,,ダノンボレロ,牡3,,,,,,,,2020103338
2432,,ムジェロ,牡5,,,,,,,,2020103414
2433,,フロンタルジェダイ,牡4,,,,,,,,2019104712
2434,,クールブロン,牡3,,,,,,,,2020102724
2435,,ユアフラッシュ,牝3,,,,,,,,2020102594
2436,,スターグロウ,牝3,,,,,,,,2020101814
2437,,エミサソウツバサ,牡4,,,,,,,,2019104882
2438,,アオラキ,牡3,,,,,,,,2020106692
2439,,アンノウンウォリア,牡4,,,,,,,,2019100577
2440,,ウインアラジン,牡4,,,,,,,,2019106069
2441,,ホープインザダーク,牡4,,,,,,,,2019106824
2442,,ビッグドリーム,牡2,,,,,,,,2021100899
2443,,ロードマイライフ,牡2,,,,,,,,2021103312
2444,,シュークリーム,牝2,,,,,,,,2021104404
2445,,ユメカナウケン,牝2,,,,,,,,2021109123
2446,,コールミーメイビー,牝3,,,,,,,,2021101386
2447,,グレースルージュ,牝2,,,,,,,,2021104140
2448,,パルプフィクション,牝2,,,,,,,,2021102562
2449,,シランケド,牝3,,,,,,,,2020109107
2450,,マイネルシーマー,牡4,,,,,,,,2019100774
2451,,ゼアズノープレイス,牡4,,,,,,,,2019100907
2452,,テラフォーミング,牡4,,,,,,,,2019100841
2453,,ツッチーフェイス,牝4,,,,,,,,2019100249
2454,,メイショウウネビ,牡4,,,,,,,,2019104112
2455,,タイラーテソーロ,牡6,,,,,,,,2019102384
2456,,ショウナンアキドン,牡3,,,,,,,,2020101212
2457,,タナサンブラック,牡5,,,,,,,,2020100606
2458,,マイネルデステリョ,牡6,,,,,,,,2017101746
2459,,ポリクシニーズ,牡4,,,,,,,,2019100913
2460,,サスケ,牡4,,,,,,,,2020106680
2461,,シュハリ,牡3,,,,,,,,2020105031
2462,,ゴッドブルービー,牡3,,,,,,,,2020106063
2463,,タイセイウォリアー,牡4,,,,,,,,2020104148
2464,,アイファーテイオー,牡3,,,,,,,,2020101275
2465,,ミヤジシャルマン,牡3,,,,,,,,2020101766
2466,,タロントゥーズ,牡3,,,,,,,,2020102932
2467,,サムハンター,牡5,,,,,,,,2018105996
2468,,サイレンスタイム,牡3,,,,,,,,2020104198
2469,,ベイパーコーン,セ4,,,,,,,,2019104118
2470,,サヴァビアン,牡5,,,,,,,,2018103473
2471,,トップスターサン,牡5,,,,,,,,2018110119
2472,,ワンダーブレット,セ4,,,,,,,,2019102585
2473,,キョウワウォール,牡7,,,,,,,,2016100201
2474,,オックスリップ,牝3,,,,,,,,2020103238
2475,,オルフェスト,牝3,,,,,,,,2020102718
2476,,サンポーニャ,牝4,,,,,,,,2020102050
2477,,サミュエル,牝5,,,,,,,,2019101031
2478,,アエリーゾ,牝5,,,,,,,,2019105265
2479,,シュライエン,牝5,,,,,,,,2018105523
2480,,トーホウジュナール,牝5,,,,,,,,2018100618
2481,,メイショウヒゾッコ,牝6,,,,,,,,2018106200
2482,,カフジヴィオレッタ,牝5,,,,,,,,2018105386
2483,,レガーミ,牝5,,,,,,,,2019103813
2484,,フルティージャ,牝5,,,,,,,,2019104874
2485,,スピニングマーリン,牝3,,,,,,,,2020104415
2486,,スマートメイプル,牝3,,,,,,,,2020104545
2487,,セイウンスイート,牝3,,,,,,,,2020100305
2488,,ヨウシタンレイ,牝3,,,,,,,,2020103969
2489,,ヤマニンパニータ,牝4,,,,,,,,2019102775
2490,,ケイティキセキ,牡2,,,,,,,,2021101529
2491,,フォクシー,牝2,,,,,,,,2021102774
2492,,ゴールデンレイ,牡2,,,,,,,,2021103448
2493,,オンネア,牝2,,,,,,,,2021102022
2494,,オッチョラゴ,牡2,,,,,,,,2021104551
2495,,エグゾールテッド,牡2,,,,,,,,2021102542
2496,,ミルキーメモリー,牝2,,,,,,,,2021103917
2497,,アカキチノイレブン,牡2,,,,,,,,2021104644
2498,,ネオグラン,牝2,,,,,,,,2021100029
2499,,アイアムイブシギン,牡2,,,,,,,,2021102897
2500,,プレイフォーエフ,牝2,,,,,,,,2021103571
2501,,ユキノフルマチ,牝2,,,,,,,,2021100043
2502,,エーリアル,牝2,,,,,,,,2021104856
2503,,ホウオウシンデレラ,牝2,,,,,,,,2021103533
2504,,ウインプロティア,牝2,,,,,,,,2021106219
2505,,ショコラエクレール,牝2,,,,,,,,2021106010
2506,,エンピリカルルール,牝2,,,,,,,,2021100833
2507,,ムビュリミュゴボカ,牝3,,,,,,,,2021107341
2508,,ゴールドチョウサン,牝2,,,,,,,,2021102426
2509,,ラムゼイテソーロ,牡2,,,,,,,,2021100579
2510,,ランドマックス,牡2,,,,,,,,2021100251
2511,,レオボヌール,牡2,,,,,,,,2021102945
2512,,ウインラムセス,牡2,,,,,,,,2021101530
2513,,トキメキタロー,牡2,,,,,,,,2021100282
2514,,ワンダフルスパート,牡2,,,,,,,,2021103309
2515,,ハーヴェ,牝2,,,,,,,,2021104633
2516,,セッカチケーン,牡4,,,,,,,,2019102613
2517,,エリーズダイヤ,牝3,,,,,,,,2020102734
2518,,ミュージアムピース,セ4,,,,,,,,2019104143
2519,,ケイトポムドゥパン,牝3,,,,,,,,2020105128
2520,,セイゲン,セ6,,,,,,,,2019100234
2521,,ゴットリープ,牡5,,,,,,,,2020101319
2522,,ダニエラハニー,牝4,,,,,,,,2019105674
2523,,クラシカルタイプ,牝4,,,,,,,,2020106830
2524,,ニシノコニャック,牡4,,,,,,,,2019100937
2525,,デイドリームビーチ,牡3,,,,,,,,2020106973
2526,,クイーンアポーン,牝4,,,,,,,,2019104128
2527,,ラクサパーナ,牝3,,,,,,,,2020103614
2528,,クランシリーニー,牝4,,,,,,,,2019102009
2529,,カムフライ,牡2,,,,,,,,2021105878
2530,,コンテソレーラ,牝2,,,,,,,,2021105449
2531,,ネオフィロ,牡2,,,,,,,,2021110045
2532,,スターチョウサン,牝2,,,,,,,,2021102412
2533,,トライデント,牡2,,,,,,,,2021102793
2534,,アニマシオン,牡2,,,,,,,,2021104741
2535,,ユイノチョウシンキ,牡2,,,,,,,,2021104385
2536,,タイキジパング,牡2,,,,,,,,2021103177
2537,,ナイトアウェイ,牡2,,,,,,,,2021104957
2538,,スプレッドシャイン,牝2,,,,,,,,2021105051
2539,,ホワイトシップ,牡2,,,,,,,,2021101180
2540,,テーオーダムール,牡2,,,,,,,,2021103131
2541,,レッドテリオス,牡4,,,,,,,,2021105066
2542,,スピノザ,牡3,,,,,,,,2021105381
2543,,デリシュー,牡3,,,,,,,,2021103037
2544,,コスモベラエステラ,牡3,,,,,,,,2021105861
2545,,ミライヘノコール,牡3,,,,,,,,2021101819
2546,,カジカライズ,牡3,,,,,,,,2021106519
2547,,ヒナノマーチス,牡3,,,,,,,,2021102611
2548,,フォルガイル,牡3,,,,,,,,2021101164
2549,,シナモンデイジー,牝3,,,,,,,,2021103025
2550,,アマモト,牡3,,,,,,,,2021103042
2551,,モーニングヤマト,牡3,,,,,,,,2021102692
2552,,マジカルプリンス,牡3,,,,,,,,2021100957
2553,,アイムフィアレス,牝3,,,,,,,,2021106771
2554,,バスターウルフ,牡3,,,,,,,,2021103038
2555,,ボクラヲツナグモノ,牡4,,,,,,,,2021100441
2556,,コードナイン,牡3,,,,,,,,2021101222
2557,,マルボルド,牝3,,,,,,,,2021106843
2558,,アヴィオンドール,牝3,,,,,,,,2020103684
2559,,ムーランブルー,牝3,,,,,,,,2020101341
2560,,カヤドーブラック,牝4,,,,,,,,2020105702
2561,,アルジェントステラ,牝5,,,,,,,,2018104908
2562,,ナンヨーウイング,牝3,,,,,,,,2020102778
2563,,マテンロウカノン,牝3,,,,,,,,2020103254
2564,,スクーバー,牡4,,,,,,,,2020102565
2565,,エコロドゥネス,牡3,,,,,,,,2020102731
2566,,アラゴナイト,牝5,,,,,,,,2018101214
2567,,ロードミッドナイト,牡5,,,,,,,,2018102120
2568,,ニーナブランド,牝3,,,,,,,,2020100272
2569,,スティルディマーレ,セ4,,,,,,,,2020103366
2570,,ニルカンタテソーロ,牡6,,,,,,,,2017102872
2571,,バンドールロゼ,牡4,,,,,,,,2019105819
2572,,ワイアウ,牝3,,,,,,,,2020102568
2573,,ルカランフィースト,牡2,,,,,,,,2021105040
2574,,アレグロブリランテ,牡2,,,,,,,,2021105625
2575,,トロピカルティー,牝2,,,,,,,,2021105486
2576,,キャントウェイト,牡2,,,,,,,,2021102800
2577,,マイネルブリックス,牡2,,,,,,,,2021106816
2578,,サトノオラシオン,牡2,,,,,,,,2021101453
2579,,ウインアクトゥール,牡2,,,,,,,,2021107085
2580,,マイネルヴォルムス,牡2,,,,,,,,2021106837
2581,,アフィリオン,牡2,,,,,,,,2021105397
2582,,セブンマイスター,牡2,,,,,,,,2021105688
2583,,ダイシンピスケス,牡5,,,,,,,,2018100830
2584,,プリンスミノル,牡4,,,,,,,,2019106027
2585,,アクションプラン,牡3,,,,,,,,2020100116
2586,,アスクビックスター,牡4,,,,,,,,2019106414
2587,,フラッパールック,牝3,,,,,,,,2020103127
2588,,サイモンザナドゥ,牡3,,,,,,,,2020104497
2589,,レッドラパルマ,牡4,,,,,,,,2019101168
2590,,ブレイクフォース,牡6,,,,,,,,2019105604
2591,,カランセ,牝4,,,,,,,,2019105634
2592,,グーデンドラーク,牡4,,,,,,,,2019105416
2593,,ヴァーンフリート,牡4,,,,,,,,2019105560
2594,,モズマゾク,牡5,,,,,,,,2018101075
2595,,レイクリエイター,牡5,,,,,,,,2018106451
2596,,トップスティール,牡4,,,,,,,,2019106387
2597,,チャックネイト,セ5,,,,,,,,2018104609
2598,,ボッケリーニ,牡7,,,,,,,,2016104618
2599,,クロミナンス,牡6,,,,,,,,2017105074
2600,,モリアーナ,牝3,,,,,,,,2020103322
2601,,マイネルウィルトス,牡7,,,,,,,,2016100752
2602,,シルブロン,牡5,,,,,,,,2018101348
2603,,サンストックトン,牡4,,,,,,,,2019101422
2604,,ラーグルフ,牡6,,,,,,,,2019101782
2605,,ショウナンバシット,牡3,,,,,,,,2020103333
2606,,カラテ,牡9,,,,,,,,2016106606
2607,,ホウオウリアリティ,牡5,,,,,,,,2018103489
2608,,ココクレーター,牝3,,,,,,,,2020103590
2609,,ウインレイアー,牝3,,,,,,,,2020105185
2610,,セフィロ,牝3,,,,,,,,2020102836
2611,,アルファウェーブ,セ6,,,,,,,,2017110006
2612,,ニシノレバンテ,牡6,,,,,,,,2019102938
2613,,システムリブート,牡4,,,,,,,,2020106727
2614,,カズヴィトシャ,牡2,,,,,,,,2021107182
2615,,メイショウソウタ,牡2,,,,,,,,2021103263
2616,,グーヴェルナイユ,牡2,,,,,,,,2021106612
2617,,サンライズソレイユ,牡4,,,,,,,,2021105104
2618,,ジーティースピード,牝3,,,,,,,,2021110102
2619,,メイショウエレジー,牝3,,,,,,,,2021103213
2620,,ジャミラヌール,牝4,,,,,,,,2021110105
2621,,シントーキズナ,牝3,,,,,,,,2021103928
2622,,ショウナンハルク,牡3,,,,,,,,2021103895
2623,,アドマイヤエイジア,牡3,,,,,,,,2021100332
2624,,メイショウロッキー,セ3,,,,,,,,2021103205
2625,,ユウトザイースト,牡3,,,,,,,,2021104661
2626,,オウケンボス,牡3,,,,,,,,2021105310
2627,,マルモリトマホーク,牡3,,,,,,,,2021103831
2628,,モズクマチー,牝3,,,,,,,,2021101778
2629,,ワンダーハヤセ,牡3,,,,,,,,2021100546
2630,,ケアラウレア,牝3,,,,,,,,2021110073
2631,,ノウリッジズパワー,牡3,,,,,,,,2021100299
2632,,ゼットサンダー,牡3,,,,,,,,2021104406
2633,,ヴォルスター,牡2,,,,,,,,2021100677
2634,,リネアグローリア,牡2,,,,,,,,2021106757
2635,,テーオードラッカー,牡2,,,,,,,,2021102244
2636,,アクロポリス,牡2,,,,,,,,2021103247
2637,,タヌキダンス,牡3,,,,,,,,2021100182
2638,,ウッドバイン,牝2,,,,,,,,2021104193
2639,,ラブビーチ,牝2,,,,,,,,2021104232
2640,,ウインデイジー,牝2,,,,,,,,2021106194
2641,,コーラルムーン,牝2,,,,,,,,2021104963
2642,,ペプチドセーヌ,牝2,,,,,,,,2021104761
2643,,ピュアスマイル,牝2,,,,,,,,2021105877
2644,,サイモンベーネ,牝2,,,,,,,,2021102216
2645,,エイカイゴールド,牝2,,,,,,,,2021102354
2646,,ランスオブプライム,牝2,,,,,,,,2021104426
2647,,ジャンヌローサ,牝4,,,,,,,,2021103488
2648,,ワンダーカモン,牡3,,,,,,,,2021100739
2649,,ハイボーン,牝3,,,,,,,,2021105682
2650,,パレハ,牝4,,,,,,,,2021106752
2651,,クヴェレ,牡4,,,,,,,,2021106940
2652,,カルデア,牡3,,,,,,,,2021105049
2653,,ウインステファノス,牡3,,,,,,,,2021106201
2654,,アイレント,牝3,,,,,,,,2021104742
2655,,ミスパープル,牝3,,,,,,,,2021100685
2656,,タガノグランエース,牝3,,,,,,,,2021106536
2657,,デルマエウロパ,牡3,,,,,,,,2021105139
2658,,スオードカット,牡3,,,,,,,,2021100716
2659,,ヴァリエンテシチー,牡3,,,,,,,,2021100885
2660,,クリノエクリプス,牡3,,,,,,,,2021103321
2661,,ドゥルチス,牝3,,,,,,,,2021101699
2662,,シレンツィオ,牡3,,,,,,,,2021102959
2663,,タナバリアシハヤイ,牡3,,,,,,,,2021109037
2664,,エイカイソウル,牡2,,,,,,,,2021105094
2665,,テンエースワン,牡2,,,,,,,,2021105637
2666,,クロダブシ,牡2,,,,,,,,2021103866
2667,,ペイシャコパ,牝2,,,,,,,,2021101090
2668,,マキシ,牡4,,,,,,,,2020103666
2669,,アメジストブラック,牡6,,,,,,,,2019105051
2670,,カズキ,牡3,,,,,,,,2020102340
2671,,ブリタニア,牡3,,,,,,,,2020103027
2672,,ヴァンデスト,牝4,,,,,,,,2019100740
2673,,タガノフリューゲル,牡3,,,,,,,,2020105550
2674,,モルトヴェローチェ,牡3,,,,,,,,2020100306
2675,,ヒルノアントラ,セ6,,,,,,,,2017102084
2676,,ローレルキャニオン,牡3,,,,,,,,2020103329
2677,,ブライトサイン,牝3,,,,,,,,2020103191
2678,,ブロンドケリー,牡4,,,,,,,,2019106226
2679,,ドゥヴァンスマン,牡3,,,,,,,,2020102716
2680,,ディープマインド,牡3,,,,,,,,2020104759
2681,,ニホンピロマリブ,牡7,,,,,,,,2018104162
2682,,ナゲットモンスター,牡5,,,,,,,,2020103339
2683,,シゲルソロソロ,牝3,,,,,,,,2020110100
2684,,トロピカルヒーロー,牡3,,,,,,,,2020104960
2685,,ウォーターリーダー,牡3,,,,,,,,2020100948
2686,,ストロンゲスト,牡4,,,,,,,,2019103780
2687,,フリークボンバー,牡6,,,,,,,,2017103822
2688,,ビップソリオ,牡4,,,,,,,,2019105655
2689,,ルールザウイングス,牝4,,,,,,,,2019104657
2690,,クラウンハヴィ,牡4,,,,,,,,2019101500
2691,,テーオーヴァイナー,牡3,,,,,,,,2020102321
2692,,フスカル,牡3,,,,,,,,2020110128
2693,,ドラゴングライダー,牡3,,,,,,,,2020105388
2694,,ルンナノオクリモノ,牡5,,,,,,,,2020101367
2695,,キミノナハマリア,牝3,,,,,,,,2020102873
2696,,コイニョウボウ,牝3,,,,,,,,2020104245
2697,,ロマンシングブルー,牝4,,,,,,,,2019105301
2698,,フォーチュンコード,牝3,,,,,,,,2020102883
2699,,エグランタイン,牝4,,,,,,,,2019100664
2700,,シンシアリダーリン,牝5,,,,,,,,2018105408
2701,,マンクスホップ,牝4,,,,,,,,2019104538
2702,,ファジェス,牝5,,,,,,,,2018105084
2703,,ディヴァージオン,牝3,,,,,,,,2020106144
2704,,ショショローザ,牝4,,,,,,,,2019105450
2705,,ゼットレヨン,牡4,,,,,,,,2019103065
2706,,ジェットエンブレム,牡5,,,,,,,,2018100886
2707,,ドンアミティエ,牡3,,,,,,,,2020106006
2708,,ミラバーグマン,牝5,,,,,,,,2018103738
2709,,アルムラトゥール,牡3,,,,,,,,2020105545
2710,,ミラクル,牝5,,,,,,,,2018100623
2711,,ヴァリアント,牡8,,,,,,,,2016100952
2712,,ダノンセシボン,牝3,,,,,,,,2020101633
